ChangeID,AssumedMilestone,Level,DateOpened,DateValidated,DateClosed,TargetClosureDate,Status,SystemsImpacted,Reason,PotentialConsequences
C00452,M3,3,2024-10-01,2024-10-03,2024-10-04,2024-11-12,Closed,ABC,Late Engineering Input,Drawing Update Only
C00453,M3,3,2024-07-06,2024-07-08,2025-01-03,2024-08-17,Closed,DEG,Clash Detection Resolution,Calculation Revision Only
C00454,M3,3,2024-07-24,2024-07-31,2024-08-19,2024-09-04,Closed,ABD,Regulatory Compliance Update,Specification Clarification
C00455,M1,3,2023-07-05,2023-07-09,2023-07-11,2023-08-16,Closed,"NOP, STU",Risk Mitigation Measure,Documentary Only
C00456,M3,3,2024-10-08,2024-10-28,2024-11-05,2024-12-07,Closed,"PQR, TUV",Design Optimization,Cost Impact
C00457,M2,3,2023-03-02,2023-03-03,2023-03-03,2023-04-13,Closed,GHP,Client Requirement Change,Documentary Only
C00458,M2,3,2023-06-23,2023-06-28,2023-09-19,2023-08-22,Closed,"NOP, YZA",Client Requirement Change,Installation Modification Required
C00459,M3,3,2024-04-11,2024-04-12,2024-04-27,2024-05-23,Closed,"TUV, KLM",Design Optimization,Documentary Only
C00460,M1,2,2023-01-24,2023-02-04,2023-04-10,2023-05-29,Closed,ABD,Vendor Deviation,Documentary Only
C00461,M4,3,2025-08-31,2025-09-05,2025-09-06,2025-10-12,Closed,KLM,Value Engineering Proposal,Specification Clarification
C00462,M2,3,2023-03-13,2023-03-19,2023-04-18,2023-04-24,Closed,VWX,Vendor Deviation,Documentary Only
C00463,M3,3,2024-07-20,2024-08-08,2024-09-17,2024-09-18,Closed,"TUV, XYB",Quality Non-Conformance,Safety Impact
C00464,M1,3,2023-06-22,2023-06-25,2023-06-27,2023-08-03,Closed,KLM,Constructability Improvement,Documentary Only
C00465,M4,3,2025-09-01,2025-09-03,2025-09-04,2025-10-31,Closed,ABC,Drawing Update,Cost Impact
C00466,M4,1,2025-12-11,2026-01-09,,2027-03-06,Validated,"DEF, FGH",Design Optimization,Design Impact
C00467,M2,3,2023-12-19,2023-12-28,2024-01-18,2024-01-30,Closed,"WXY, ABC",Client Requirement Change,Documentary Only
C00468,M2,3,2023-12-02,2023-12-21,2024-01-09,2024-01-13,Closed,DEH,Constructability Improvement,Documentary Only
C00469,M3,2,2024-04-26,2024-05-12,2024-07-10,2024-08-29,Closed,XYB,Value Engineering Proposal,Documentary Only
C00470,M3,3,2024-03-28,2024-03-30,2024-04-02,2024-05-09,Closed,"KLM, WXY",Design Optimization,Procedure Update Only
C00471,M3,3,2024-12-14,2024-12-18,2025-07-21,2025-02-12,Closed,"LMN, ABD, QRS",Procurement Specification Change,Construction Rework Required
C00472,M1,2,2023-04-08,2023-04-22,2023-08-06,2023-10-05,Closed,"ABC, IJK",Client Requirement Change,Material Change Required
C00473,M1,3,2023-03-19,2023-03-24,2023-03-25,2023-04-30,Closed,"FGH, XYA",Clash Detection Resolution,Documentary Only
C00474,M1,3,2023-08-30,2023-09-22,2023-10-21,2023-10-11,Closed,XYB,Procurement Specification Change,Documentary Only
C00475,M3,3,2024-03-11,2024-03-20,2024-03-24,2024-05-10,Closed,KLM,Material Availability Issue,Design Impact
C00476,M2,3,2023-06-16,2023-06-29,2023-07-07,2023-07-28,Closed,ZAB,Calculation Revision,Documentary Only
C00477,M4,3,2025-06-10,2025-07-10,2025-11-06,2025-08-09,Closed,BSG,Vendor Deviation,Safety Impact
C00478,M3,3,2024-09-29,2024-10-06,2024-10-07,2024-11-10,Closed,"VWX, NOP",Material Availability Issue,Documentary Only
C00479,M2,3,2023-12-15,2024-01-04,2024-01-27,2024-01-26,Closed,WXY,Scope Clarification,Documentary Only
C00480,M2,2,2023-09-05,2023-09-15,2024-06-01,2024-01-08,Closed,"XYZ, LMN",Interface Misalignment,Documentary Only
C00481,M2,3,2023-04-26,2023-05-19,2023-06-12,2023-06-07,Closed,STU,Material Availability Issue,Documentary Only
C00482,M3,3,2024-04-16,2024-04-28,2024-04-29,2024-05-28,Closed,"XYA, LMO, VWX, YZA",Late Engineering Input,Documentary Only
C00483,M3,3,2024-05-20,2024-05-25,2024-05-27,2024-07-01,Closed,STU,Regulatory Compliance Update,Documentary Only
C00484,M4,2,2025-07-14,2025-07-19,,2025-11-16,Validated,CDE,Constructability Improvement,Documentary Only
C00485,M1,3,2023-05-29,2023-06-10,2023-07-18,2023-07-10,Closed,"ABD, STU",Vendor Deviation,Documentary Only
C00486,M4,3,2025-08-15,2025-08-17,2025-08-20,2025-09-26,Closed,WXY,Scope Clarification,Documentary Only
C00487,M3,3,2024-04-13,2024-05-13,2024-06-09,2024-06-12,Closed,NOP,Risk Mitigation Measure,Design Impact
C00488,M2,3,2023-10-15,2023-10-25,2023-10-27,2023-11-26,Closed,"XYA, PQR",Client Requirement Change,Documentary Only
C00489,M3,3,2024-10-27,2024-11-17,2025-04-13,2024-12-08,Closed,"LMN, ABD, ZAB",Late Engineering Input,Drawing Update Only
C00490,M2,3,2023-04-30,2023-05-03,2023-05-04,2023-06-11,Closed,ABD,Vendor Deviation,Documentary Only
C00491,M2,3,2023-08-30,2023-09-24,2023-11-21,2023-10-29,Closed,DEF,Clash Detection Resolution,Equipment Replacement Required
C00492,M1,3,2023-03-12,2023-03-16,2023-03-19,2023-04-23,Closed,"ABC, NOP",Constructability Improvement,Documentary Only
C00493,M4,3,2025-09-02,2025-09-12,2025-11-29,2025-11-01,Closed,"WXY, XYZ",Interface Misalignment,Material Change Required
C00494,M2,2,2023-06-14,2023-07-09,2023-08-17,2023-10-17,Closed,"STU, WXY",Safety Enhancement,Documentary Only
C00495,M2,3,2023-02-15,2023-03-05,2023-04-10,2023-04-16,Closed,"WXY, QRS",Safety Enhancement,Equipment Replacement Required
C00496,M4,3,2025-01-20,2025-02-16,2025-04-15,2025-03-03,Closed,BSG,Calculation Revision,Documentary Only
C00497,M2,3,2023-04-01,2023-04-27,2023-06-05,2023-05-31,Closed,ABD,Late Engineering Input,Safety Impact
C00498,M4,3,2025-09-11,2025-09-13,2025-11-27,2025-10-23,Closed,"BSG, XYB",Constructability Improvement,Documentary Only
C00499,M2,3,2023-01-05,2023-01-09,2023-01-29,2023-02-16,Closed,STU,Regulatory Compliance Update,Documentary Only
C00500,M2,3,2023-06-21,2023-06-26,2023-07-16,2023-08-02,Closed,"STU, IJK, WXY, NOP",Constructability Improvement,Specification Clarification
C00501,M4,3,2025-09-16,2025-09-27,2025-11-02,2025-11-15,Closed,"IJK, PQR, XYZ, DEH",Client Requirement Change,Schedule Impact
C00502,M1,3,2023-03-25,2023-04-17,2023-05-20,2023-05-24,Closed,"XYB, IJK, WXY",Scope Clarification,Safety Impact
C00503,M1,3,2023-04-06,2023-04-07,2023-04-07,2023-06-05,Closed,"ABC, XYB",Interface Misalignment,Material Change Required
C00504,M4,3,2025-10-18,2025-10-28,2025-11-01,2025-11-29,Closed,"ZAB, DEG",Procurement Specification Change,Documentary Only
C00505,M3,3,2024-11-23,2024-12-04,2025-04-05,2025-01-04,Closed,CDE,Drawing Update,Documentary Only
C00506,M2,3,2023-02-14,2023-02-20,2023-07-25,2023-03-28,Closed,CDE,Quality Non-Conformance,Documentary Only
C00507,M3,2,2024-03-12,2024-04-11,2024-09-08,2024-09-08,Closed,LMO,Procurement Specification Change,Design Impact
C00508,M4,2,2025-05-08,2025-05-16,2025-09-09,2025-11-04,Closed,"ABC, PQR",Calculation Revision,Cost Impact
C00509,M3,3,2024-08-16,2024-08-26,2025-03-25,2024-10-15,Closed,"DEG, PQR",Design Optimization,Schedule Impact
C00510,M2,3,2023-10-26,2023-11-04,2023-12-08,2023-12-07,Closed,XYB,Design Optimization,Documentary Only
C00511,M2,3,2023-12-01,2023-12-02,2023-12-03,2024-01-12,Closed,"YZA, XYA, LMN",Design Optimization,Documentary Only
C00512,M4,3,2025-06-07,2025-06-24,2025-09-06,2025-07-19,Closed,BSG,Regulatory Compliance Update,Drawing Update Only
C00513,M3,2,2024-12-26,2025-01-16,,2025-06-24,Validated,DEG,Constructability Improvement,Cost Impact
C00514,M2,3,2023-06-01,2023-06-03,2023-06-04,2023-07-13,Closed,"YZA, TUV, LMN",Value Engineering Proposal,Documentary Only
C00515,M2,3,2023-03-20,2023-04-01,2023-06-06,2023-05-19,Closed,"IJK, XYB",Site Condition Variation,Material Change Required
C00516,M3,3,2024-07-31,2024-08-30,2024-10-14,2024-09-29,Closed,XYA,Interface Misalignment,Installation Modification Required
C00517,M1,3,2023-08-30,2023-09-25,2024-04-20,2023-10-29,Closed,DEG,Clash Detection Resolution,Material Change Required
C00518,M3,3,2024-12-06,2024-12-28,2025-07-22,2025-01-17,Closed,XYZ,Material Availability Issue,Documentary Only
C00519,M4,3,2025-11-02,2025-11-17,2026-01-14,2026-01-01,Closed,"DEH, ABB",Client Requirement Change,Schedule Impact
C00520,M3,3,2024-09-27,2024-10-16,2024-10-25,2024-11-08,Closed,XYA,Client Requirement Change,Documentary Only
C00521,M3,3,2024-02-27,2024-03-07,2024-03-12,2024-04-09,Closed,ABD,Design Optimization,Documentary Only
C00522,M3,3,2024-04-13,2024-04-19,2024-04-24,2024-05-25,Closed,"QRS, NOP",Design Optimization,Documentary Only
C00523,M4,3,2025-09-24,2025-10-17,2025-11-07,2025-11-05,Closed,"IJK, DEF",Vendor Deviation,Documentary Only
C00524,M1,3,2023-10-26,2023-10-27,2023-11-05,2023-12-07,Closed,"LMO, ABB, KLM",Vendor Deviation,Documentary Only
C00525,M3,3,2024-08-20,2024-09-08,2024-10-28,2024-10-19,Closed,"GHP, KLM, FGH",Constructability Improvement,Material Change Required
C00526,M4,3,2025-01-30,2025-02-09,2025-02-24,2025-03-13,Closed,"NOP, IJK",Constructability Improvement,Documentary Only
C00527,M3,1,2024-01-12,2024-02-08,2025-07-26,2025-04-06,Closed,CDE,Material Availability Issue,Cost Impact
C00528,M3,3,2024-01-02,2024-01-16,2024-02-13,2024-03-02,Closed,"XYB/Z, QRS, ABB",Material Availability Issue,Equipment Replacement Required
C00529,M2,3,2023-06-26,2023-07-26,2023-08-05,2023-08-07,Closed,"XYA, ABB",Design Optimization,Documentary Only
C00530,M2,3,2023-02-05,2023-02-15,2023-03-19,2023-04-06,Closed,LMO,Late Engineering Input,Equipment Replacement Required
C00531,M2,3,2023-07-29,2023-08-23,2023-12-08,2023-09-09,Closed,BSG,Calculation Revision,Documentary Only
C00532,M2,3,2023-11-25,2023-12-09,2024-02-14,2024-01-24,Closed,XYB,Interface Misalignment,Design Impact
C00533,M2,2,2023-07-11,2023-07-24,2024-05-05,2024-01-07,Closed,"CDE, IJK",Clash Detection Resolution,Material Change Required
C00534,M2,3,2023-02-11,2023-02-12,2023-02-15,2023-03-25,Closed,"ZAB, NOP",Vendor Deviation,Documentary Only
C00535,M3,3,2024-04-01,2024-04-04,2024-04-17,2024-05-13,Closed,NOP,Scope Clarification,Documentary Only
C00536,M2,2,2023-04-25,2023-05-05,2023-07-12,2023-08-28,Closed,ABC,Regulatory Compliance Update,Documentary Only
C00537,M2,1,2023-08-26,2023-09-13,2024-12-14,2024-11-18,Closed,ZAB,Vendor Deviation,Design Impact
C00538,M1,3,2023-08-06,2023-08-14,2023-08-20,2023-09-17,Closed,"NOP, CDE",Constructability Improvement,Documentary Only
C00539,M3,1,2024-06-26,2024-07-25,2025-03-16,2025-05-07,Closed,"GHP, PQR",Risk Mitigation Measure,Specification Clarification
C00540,M3,3,2024-02-27,2024-03-18,2024-04-03,2024-04-09,Closed,"ABD, DEH",Calculation Revision,Procedure Update Only
C00541,M3,2,2024-01-09,2024-01-12,2024-11-12,2024-07-07,Closed,LMN,Calculation Revision,Installation Modification Required
C00542,M4,3,2025-02-21,2025-02-22,2025-02-27,2025-04-04,Closed,TUV,Vendor Deviation,Documentary Only
C00543,M3,3,2024-05-05,2024-05-07,2024-05-10,2024-06-16,Closed,XYB,Design Optimization,Drawing Update Only
C00544,M2,3,2023-10-04,2023-10-14,2024-03-31,2023-11-15,Closed,"XYZ, DEG, ABD",Design Optimization,Calculation Revision Only
C00545,M4,3,2025-04-30,2025-05-19,2025-06-29,2025-06-29,Closed,"XYB, QRS",Constructability Improvement,Schedule Impact
C00546,M2,3,2023-11-03,2023-11-14,2024-05-05,2023-12-15,Closed,DEG,Regulatory Compliance Update,Documentary Only
C00547,M3,2,2024-05-01,2024-05-11,2024-07-31,2024-09-03,Closed,"STU, GHP, ZAB, KLM",Value Engineering Proposal,Documentary Only
C00548,M3,3,2024-05-20,2024-06-10,2024-07-10,2024-07-19,Closed,"ABD, NOP, QRS, XYB",Design Optimization,Multi-Discipline Impact
C00549,M2,3,2023-12-14,2023-12-15,2023-12-16,2024-01-25,Closed,FGH,Interface Misalignment,Documentary Only
C00550,M3,3,2024-11-25,2024-12-18,2024-12-25,2025-01-06,Closed,"ZAB, CDE, DEH",Interface Misalignment,Specification Clarification
C00551,M2,3,2023-08-02,2023-08-04,2023-08-07,2023-09-13,Closed,FGH,Value Engineering Proposal,Procedure Update Only
C00552,M2,3,2023-10-03,2023-10-06,2023-10-15,2023-11-14,Closed,LMO/N,Design Optimization,Documentary Only
C00553,M1,3,2023-08-26,2023-09-09,2023-09-24,2023-10-07,Closed,ABD,Client Requirement Change,Documentary Only
C00554,M4,3,2025-10-13,2025-10-14,2025-10-17,2025-11-24,Closed,"KLM, GHP",Material Availability Issue,Drawing Update Only
C00555,M1,3,2023-06-19,2023-06-22,2023-06-27,2023-07-31,Closed,"WXY, ABB",Safety Enhancement,Documentary Only
C00556,M2,3,2023-02-17,2023-02-24,2023-03-16,2023-03-31,Closed,NOP,Client Requirement Change,Documentary Only
C00557,M1,3,2023-01-27,2023-02-16,2023-02-24,2023-03-28,Closed,"PQR, CDE",Drawing Update,Design Impact
C00558,M2,2,2023-11-05,2023-11-24,2024-05-31,2024-05-03,Closed,"ABD/B, XYZ, DEH",Quality Non-Conformance,Equipment Replacement Required
C00559,M3,3,2024-12-09,2024-12-25,2025-01-31,2025-02-07,Closed,NOP,Late Engineering Input,Installation Modification Required
C00560,M3,3,2024-04-16,2024-04-17,2024-04-23,2024-05-28,Closed,"VWX, STU, ABC, XYZ",Client Requirement Change,Documentary Only
C00561,M3,3,2024-09-02,2024-10-02,2025-03-21,2024-11-01,Closed,"LMN, XYA/Z, TUV",Regulatory Compliance Update,Material Change Required
C00562,M4,2,2025-05-03,2025-05-13,2025-11-28,2025-10-30,Closed,"NOP, VWX",Procurement Specification Change,Schedule Impact
C00563,M2,3,2023-07-14,2023-07-26,2023-08-04,2023-08-25,Closed,IJK,Safety Enhancement,Calculation Revision Only
C00564,M3,2,2024-06-06,2024-07-05,2024-07-18,2024-10-09,Closed,PQR,Constructability Improvement,Documentary Only
C00565,M4,3,2025-09-12,2025-09-16,2025-09-19,2025-10-24,Closed,IJK,Vendor Deviation,Documentary Only
C00566,M4,2,2025-06-13,2025-06-15,,2025-12-10,Validated,XYZ,Design Optimization,Cost Impact
C00567,M2,3,2023-10-16,2023-10-17,2024-04-18,2023-11-27,Closed,LMN,Constructability Improvement,Calculation Revision Only
C00568,M4,1,2025-05-14,2025-05-24,,2026-08-07,Validated,"NOP, QRS",Constructability Improvement,Multi-Discipline Impact
C00569,M2,3,2023-03-20,2023-04-16,2023-12-01,2023-05-19,Closed,"XYZ, VWX, LMN, CDE",Clash Detection Resolution,Schedule Impact
C00570,M2,2,2023-05-06,2023-05-28,2023-11-23,2023-11-02,Closed,"LMO, NOP",Constructability Improvement,Schedule Impact
C00571,M3,3,2024-06-21,2024-06-25,2024-06-28,2024-08-02,Closed,"PQR, DEG, LMO",Design Optimization,Documentary Only
C00572,M3,2,2024-08-23,2024-09-04,2025-03-02,2024-12-26,Closed,BSG,Client Requirement Change,Documentary Only
C00573,M4,3,2025-03-28,2025-04-03,2025-04-23,2025-05-09,Closed,"GHP, XYB",Late Engineering Input,Documentary Only
C00574,M3,3,2024-10-04,2024-10-05,2024-10-06,2024-11-15,Closed,WXY,Constructability Improvement,Drawing Update Only
C00575,M4,3,2025-12-09,,,2026-02-07,Open,ABD,Calculation Revision,Equipment Replacement Required
C00576,M2,3,2023-03-12,2023-03-13,2023-03-15,2023-04-23,Closed,"WXY, LMN",Client Requirement Change,Documentary Only
C00577,M2,2,2023-04-22,2023-05-04,2023-09-18,2023-10-19,Closed,KLM,Design Optimization,Safety Impact
C00578,M4,3,2025-01-31,2025-02-16,2025-02-17,2025-03-14,Closed,"TUV, WXY, ZAB",Drawing Update,Drawing Update Only
C00579,M2,3,2023-12-04,2023-12-08,2023-12-10,2024-01-15,Closed,"LMO, ABC",Client Requirement Change,Procedure Update Only
C00580,M4,3,2025-01-07,2025-01-10,2025-01-11,2025-02-18,Closed,ABC,Design Optimization,Drawing Update Only
C00581,M1,1,2023-05-27,2023-06-23,2024-07-02,2024-08-19,Closed,ABC,Regulatory Compliance Update,Schedule Impact
C00582,M1,2,2023-12-24,2024-01-19,2024-06-28,2024-06-21,Closed,ZAB,Vendor Deviation,Installation Modification Required
C00583,M2,3,2023-04-02,2023-04-05,2023-04-08,2023-05-14,Closed,"DEF, KLM, GHP, LMN",Site Condition Variation,Documentary Only
C00584,M3,3,2024-06-30,2024-07-13,2024-08-04,2024-08-29,Closed,PQR,Vendor Deviation,Cost Impact
C00585,M2,3,2023-02-10,2023-02-25,2023-04-16,2023-04-11,Closed,YZA,Constructability Improvement,Cost Impact
C00586,M4,3,2025-10-17,2025-11-13,,2025-12-16,Validated,"LMN, XYA",Constructability Improvement,Schedule Impact
C00587,M3,2,2024-02-11,2024-02-24,2024-05-11,2024-06-15,Closed,"WXY, DEG",Material Availability Issue,Calculation Revision Only
C00588,M1,3,2023-07-14,2023-07-15,2024-01-25,2023-09-12,Closed,"CDE, NOP, LMO, ABD",Design Optimization,Schedule Impact
C00589,M2,3,2023-12-26,2024-01-09,2024-03-26,2024-02-06,Closed,"BSG, ABB",Procurement Specification Change,Calculation Revision Only
C00590,M1,3,2023-11-27,2023-11-29,2023-12-07,2024-01-08,Closed,DEH,Value Engineering Proposal,Drawing Update Only
C00591,M4,3,2025-09-28,2025-10-27,2025-11-20,2025-11-27,Closed,"ABD, LMN",Value Engineering Proposal,Cost Impact
C00592,M3,3,2024-12-20,2024-12-29,2025-02-28,2025-02-18,Closed,QRS,Drawing Update,Cost Impact
C00593,M1,3,2023-01-24,2023-01-26,2023-09-03,2023-03-07,Closed,"ABB, ZAB, PQR, NOP",Drawing Update,Documentary Only
C00594,M3,3,2024-04-01,2024-04-06,2024-06-17,2024-05-31,Closed,"VWX, ABC, XYZ",Regulatory Compliance Update,Cost Impact
C00595,M2,3,2023-12-31,2024-01-19,2024-05-15,2024-02-11,Closed,"CDE, ABB",Constructability Improvement,Documentary Only
C00596,M1,1,2023-05-04,2023-06-02,2024-08-19,2024-07-27,Closed,"QRS, CDE",Risk Mitigation Measure,Design Impact
C00597,M2,3,2023-10-04,2023-10-30,2023-11-23,2023-11-15,Closed,"VWX, CDE, DEG",Safety Enhancement,Documentary Only
C00598,M4,3,2025-12-19,2025-12-25,2026-01-04,2026-01-30,Closed,"XYB, ABB",Scope Clarification,Documentary Only
C00599,M1,3,2023-01-28,2023-02-05,2023-04-05,2023-03-29,Closed,DEF,Client Requirement Change,Schedule Impact
C00600,M4,3,2025-02-08,2025-02-28,2025-03-01,2025-03-22,Closed,VWX,Scope Clarification,Documentary Only
C00601,M3,2,2024-10-31,2024-11-01,2025-08-22,2025-04-29,Closed,"CDE, DEG",Clash Detection Resolution,Schedule Impact
C00602,M4,1,2025-11-21,2025-12-03,,2027-02-14,Validated,"PQR, DEH",Design Optimization,Material Change Required
C00603,M3,3,2024-10-10,2024-11-01,2025-03-03,2024-11-21,Closed,CDE,Interface Misalignment,Documentary Only
C00604,M2,3,2023-10-27,2023-10-30,2023-12-30,2023-12-26,Closed,ZAB,Calculation Revision,Cost Impact
C00605,M2,3,2023-11-13,2023-11-14,2023-11-15,2023-12-25,Closed,STU,Design Optimization,Documentary Only
C00606,M2,3,2023-05-18,2023-06-13,2023-08-11,2023-07-17,Closed,"GHP, CDE",Interface Misalignment,Equipment Replacement Required
C00607,M1,3,2023-11-21,2023-12-02,2024-01-02,2024-01-02,Closed,GHP,Site Condition Variation,Documentary Only
C00608,M2,3,2023-07-04,2023-07-09,2023-07-16,2023-08-15,Closed,DEF,Regulatory Compliance Update,Documentary Only
C00609,M1,2,2023-08-16,2023-08-25,2024-03-11,2024-02-12,Closed,YZA,Procurement Specification Change,Installation Modification Required
C00610,M3,3,2024-02-22,2024-02-26,2024-02-29,2024-04-04,Closed,GHP,Site Condition Variation,Documentary Only
C00611,M2,3,2023-08-18,2023-09-01,2023-09-13,2023-09-29,Closed,NOP,Interface Misalignment,Documentary Only
C00612,M4,2,2025-02-22,2025-03-12,2025-03-18,2025-06-27,Closed,ABC,Risk Mitigation Measure,Calculation Revision Only
C00613,M2,3,2023-02-17,2023-02-18,2023-02-22,2023-03-31,Closed,"TUV, DEH",Interface Misalignment,Documentary Only
C00614,M2,3,2023-05-30,2023-05-31,2023-06-01,2023-07-11,Closed,FGH,Material Availability Issue,Documentary Only
C00615,M3,3,2024-10-19,2024-10-21,2024-10-24,2024-11-30,Closed,KLM,Clash Detection Resolution,Calculation Revision Only
C00616,M4,2,2025-03-13,2025-03-22,2025-07-15,2025-09-09,Closed,PQR,Risk Mitigation Measure,Equipment Replacement Required
C00617,M3,2,2024-09-09,2024-09-23,2025-02-26,2025-03-08,Closed,"GHP, ABB",Material Availability Issue,Material Change Required
C00618,M3,2,2024-05-21,2024-05-24,2024-07-05,2024-09-23,Closed,"FGH, STU",Site Condition Variation,Documentary Only
C00619,M2,3,2023-07-04,2023-07-20,2023-07-29,2023-09-02,Closed,"PQR, LMN, XYB",Client Requirement Change,Equipment Replacement Required
C00620,M3,2,2024-10-31,2024-11-15,2025-04-21,2025-04-29,Closed,TUV,Late Engineering Input,Installation Modification Required
C00621,M1,3,2023-02-24,2023-02-25,2023-04-24,2023-04-25,Closed,GHP,Site Condition Variation,Schedule Impact
C00622,M2,1,2023-07-22,2023-08-17,2024-10-18,2024-10-14,Closed,"VWX, TUV",Clash Detection Resolution,Cost Impact
C00623,M3,3,2024-06-17,2024-07-01,2024-07-02,2024-07-29,Closed,IJK,Client Requirement Change,Documentary Only
C00624,M4,1,2025-11-30,2025-12-20,,2027-02-23,Validated,TUV,Site Condition Variation,Cost Impact
C00625,M2,2,2023-12-22,2024-01-04,2024-10-02,2024-04-25,Closed,"XYZ, LMO",Procurement Specification Change,Documentary Only
C00626,M3,2,2024-06-12,2024-07-01,2024-09-11,2024-10-15,Closed,"STU, XYB/A, WXY",Drawing Update,Procedure Update Only
C00627,M4,3,2025-05-05,2025-06-01,2025-07-01,2025-07-04,Closed,"VWX, CDE",Client Requirement Change,Design Impact
C00628,M3,3,2024-07-20,2024-07-27,2024-10-04,2024-09-18,Closed,"YZA, DEF",Design Optimization,Cost Impact
C00629,M2,3,2023-10-31,2023-11-25,2024-01-22,2023-12-30,Closed,"NOP, BSG",Site Condition Variation,Construction Rework Required
C00630,M2,3,2023-10-09,2023-10-13,2023-10-18,2023-12-08,Closed,"ABC, XYB",Late Engineering Input,Material Change Required
C00631,M3,3,2024-08-12,2024-08-13,2024-08-19,2024-09-23,Closed,DEH,Late Engineering Input,Documentary Only
C00632,M3,2,2024-07-28,2024-08-07,2025-02-13,2025-01-24,Closed,"ZAB, LMO, GHP",Vendor Deviation,Equipment Replacement Required
C00633,M2,3,2023-05-04,2023-05-08,2023-05-09,2023-06-15,Closed,"PQR, ZAB",Design Optimization,Documentary Only
C00634,M2,2,2023-02-07,2023-02-26,2023-08-16,2023-08-06,Closed,"IJK, TUV",Constructability Improvement,Construction Rework Required
C00635,M3,3,2024-07-24,2024-07-31,2024-08-03,2024-09-04,Closed,NOP,Design Optimization,Documentary Only
C00636,M1,3,2023-10-06,2023-10-24,2023-10-29,2023-11-17,Closed,"ABD, DEH, YZA",Material Availability Issue,Calculation Revision Only
C00637,M1,3,2023-11-01,2023-11-05,2023-11-10,2023-12-13,Closed,WXY,Regulatory Compliance Update,Documentary Only
C00638,M3,3,2024-12-02,2024-12-04,2024-12-31,2025-01-13,Closed,"ZAB, YZA, BSG",Calculation Revision,Documentary Only
C00639,M2,3,2023-10-16,2023-11-06,2024-01-07,2023-12-15,Closed,WXY,Constructability Improvement,Construction Rework Required
C00640,M3,3,2024-07-23,2024-08-18,2025-03-01,2024-09-21,Closed,DEG,Constructability Improvement,Equipment Replacement Required
C00641,M3,3,2024-08-08,2024-08-10,2024-08-13,2024-09-19,Closed,"DEF, ABC, PQR",Material Availability Issue,Documentary Only
C00642,M4,3,2025-08-17,2025-09-01,2025-10-21,2025-10-16,Closed,YZA,Clash Detection Resolution,Safety Impact
C00643,M1,3,2023-12-14,2023-12-26,2024-01-18,2024-01-25,Closed,"QRS, XYA",Site Condition Variation,Procedure Update Only
C00644,M1,1,2023-01-13,2023-02-12,2023-10-25,2023-11-24,Closed,"LMO, DEF",Procurement Specification Change,Documentary Only
C00645,M3,2,2024-02-13,2024-02-25,2024-06-24,2024-06-17,Closed,DEF,Client Requirement Change,Documentary Only
C00646,M4,3,2025-06-09,2025-06-13,2025-06-20,2025-07-21,Closed,VWX,Site Condition Variation,Documentary Only
C00647,M3,3,2024-09-23,2024-09-25,2024-10-07,2024-11-04,Closed,LMO,Constructability Improvement,Calculation Revision Only
C00648,M2,3,2023-08-13,2023-08-16,2023-09-07,2023-09-24,Closed,XYB/A,Safety Enhancement,Documentary Only
C00649,M2,3,2023-06-03,2023-06-04,2023-07-22,2023-07-15,Closed,"ABD, DEH",Material Availability Issue,Documentary Only
C00650,M1,3,2023-06-25,2023-06-27,2023-07-02,2023-08-06,Closed,"WXY, DEF, ZAB",Interface Misalignment,Documentary Only
C00651,M3,3,2024-09-21,2024-10-02,2025-01-16,2024-11-02,Closed,BSG,Vendor Deviation,Documentary Only
C00652,M1,3,2023-10-14,2023-10-16,2023-10-19,2023-11-25,Closed,FGH,Scope Clarification,Procedure Update Only
C00653,M2,3,2023-04-06,2023-04-19,2023-05-12,2023-05-18,Closed,WXY,Calculation Revision,Drawing Update Only
C00654,M1,3,2023-01-15,2023-01-19,2023-01-20,2023-02-26,Closed,"XYB, TUV",Material Availability Issue,Documentary Only
C00655,M2,3,2023-07-19,2023-07-22,2023-07-23,2023-08-30,Closed,"ABC, XYA",Drawing Update,Documentary Only
C00656,M4,3,2025-02-02,2025-02-28,2025-03-20,2025-04-03,Closed,QRS,Calculation Revision,Design Impact
C00657,M2,3,2023-10-02,2023-10-06,2023-12-26,2023-11-13,Closed,"BSG, YZA, VWX",Late Engineering Input,Documentary Only
C00658,M1,3,2023-05-15,2023-06-04,2023-06-21,2023-06-26,Closed,"ZAB, LMO, KLM",Client Requirement Change,Documentary Only
C00659,M1,3,2023-07-18,2023-07-22,2023-10-03,2023-09-16,Closed,"TUV, CDE",Risk Mitigation Measure,Safety Impact
C00660,M1,2,2023-06-28,2023-07-04,2023-10-06,2023-10-31,Closed,YZA,Drawing Update,Calculation Revision Only
C00661,M2,3,2023-12-11,2024-01-10,2024-02-08,2024-02-09,Closed,XYA,Site Condition Variation,Multi-Discipline Impact
C00662,M2,2,2023-11-11,2023-11-16,2024-01-24,2024-03-15,Closed,QRS,Late Engineering Input,Documentary Only
C00663,M3,3,2024-06-09,2024-06-11,2024-06-22,2024-07-21,Closed,DEF,Site Condition Variation,Calculation Revision Only
C00664,M3,1,2024-04-03,2024-04-17,2025-01-28,2025-02-12,Closed,"YZA, XYA, GHP",Calculation Revision,Documentary Only
C00665,M3,3,2024-11-01,2024-11-07,2024-11-19,2024-12-13,Closed,"GHP, QRS",Calculation Revision,Documentary Only
